TXN5508021804,ACC93597,ACC89011,980.64,2025-01-17T10:50:00.000Z,Failed,false,"35.6895 N, 139.6917 W",Desktop,Slice1,20,237,6810
TXN2346550714,ACC59386,ACC31436,275.22,2025-01-17T10:43:00.000Z,Success,false,"40.7128 N, 139.6917 W",Mobile,Slice1,6,94,1813
TXN1937189886,ACC43888,ACC87309,51.89,2025-01-17T10:34:00.000Z,Failed,false,"48.8566 N, -74.006 W",Mobile,Slice3,17,148,4219
TXN9707155018,ACC68228,ACC39270,538.85,2025-01-17T10:40:00.000Z,Success,false,"48.8566 N, -118.2437 W",Desktop,Slice3,3,100,2582
TXN5364984512,ACC68793,ACC11919,573.31,2025-01-17T11:00:00.000Z,Success,true,"51.5074 N, -118.2437 W",Desktop,Slice1,14,86,9448
TXN9190915445,ACC22862,ACC56214,1317.9,2025-01-17T10:11:00.000Z,Failed,false,"48.8566 N, 0.1278 W",Mobile,Slice1,11,77,3774
TXN9993789277,ACC93052,ACC75393,717.18,2025-01-17T10:13:00.000Z,Success,false,"55.7558 N, 0.1278 W",Mobile,Slice1,19,191,7579
TXN1092084478,ACC81497,ACC20308,1091.12,2025-01-17T10:38:00.000Z,Success,true,"55.7558 N, 37.6173 W",Mobile,Slice2,16,92,3872
TXN5843964744,ACC50985,ACC96391,614.35,2025-01-17T10:46:00.000Z,Failed,false,"34.0522 N, 2.3522 W",Mobile,Slice3,13,73,6599
TXN7450665604,ACC66864,ACC51253,459.03,2025-01-17T10:38:00.000Z,Success,true,"51.5074 N, 0.1278 W",Mobile,Slice1,6,99,7983
TXN5071554698,ACC30548,ACC13373,1234.97,2025-01-17T10:26:00.000Z,Success,false,"35.6895 N, -74.006 W",Desktop,Slice3,11,107,8690
TXN1661230242,ACC56152,ACC48714,559.62,2025-01-17T10:25:00.000Z,Failed,true,"51.5074 N, -118.2437 W",Mobile,Slice1,11,201,5985
TXN1971749955,ACC51032,ACC88363,176.97,2025-01-17T10:26:00.000Z,Success,true,"51.5074 N, -74.006 W",Mobile,Slice3,7,226,2047
TXN8594411611,ACC61170,ACC73104,1456.87,2025-01-17T10:26:00.000Z,Failed,true,"48.8566 N, 2.3522 W",Mobile,Slice3,8,117,4216
TXN6822123619,ACC71070,ACC58930,561.06,2025-01-17T10:11:00.000Z,Failed,true,"40.7128 N, 139.6917 W",Desktop,Slice3,6,79,6167
TXN1325800005,ACC53355,ACC88440,1421.77,2025-01-17T10:03:00.000Z,Failed,false,"55.7558 N, 37.6173 W",Mobile,Slice2,12,181,4697
TXN2567753845,ACC79919,ACC39708,1250.33,2025-01-17T10:51:00.000Z,Success,true,"34.0522 N, 139.6917 W",Mobile,Slice1,12,247,1831
TXN1783258965,ACC79528,ACC94835,560.21,2025-01-17T10:45:00.000Z,Failed,true,"55.7558 N, 37.6173 W",Mobile,Slice3,12,113,1398
TXN2359071560,ACC14335,ACC98744,724.63,2025-01-17T10:29:00.000Z,Success,false,"35.6895 N, 139.6917 W",Desktop,Slice2,17,188,8166
TXN1719512608,ACC73354,ACC33847,1065.66,2025-01-17T10:59:00.000Z,Success,true,"40.7128 N, 2.3522 W",Desktop,Slice2,6,190,3768
TXN2331276401,ACC97833,ACC23301,1054.35,2025-01-17T10:59:00.000Z,Success,false,"48.8566 N, -74.006 W",Desktop,Slice1,11,120,9852
TXN4181704626,ACC95406,ACC83717,258.8,2025-01-17T10:32:00.000Z,Failed,true,"35.6895 N, -74.006 W",Desktop,Slice1,12,74,9279
TXN3799698655,ACC24754,ACC27643,549.88,2025-01-17T10:02:00.000Z,Success,false,"48.8566 N, 139.6917 W",Desktop,Slice2,11,98,1389
TXN1548767950,ACC11070,ACC77895,1445.47,2025-01-17T10:53:00.000Z,Failed,false,"51.5074 N, -74.006 W",Desktop,Slice1,12,139,9656
TXN8359126525,ACC48193,ACC86891,615.2,2025-01-17T10:01:00.000Z,Success,false,"34.0522 N, -74.006 W",Desktop,Slice2,13,244,2464
TXN4034217983,ACC88799,ACC48171,1231.61,2025-01-17T10:46:00.000Z,Success,true,"48.8566 N, -74.006 W",Desktop,Slice3,11,188,4726
TXN3342617288,ACC99232,ACC40298,454.59,2025-01-17T10:25:00.000Z,Success,true,"34.0522 N, -74.006 W",Desktop,Slice2,20,130,7460
TXN7830195715,ACC24247,ACC15009,657.19,2025-01-17T10:01:00.000Z,Failed,false,"55.7558 N, -74.006 W",Desktop,Slice3,6,168,4470
TXN8864740605,ACC16485,ACC31111,1149.81,2025-01-17T10:34:00.000Z,Success,true,"35.6895 N, 37.6173 W",Mobile,Slice3,3,138,5507
TXN7459821975,ACC85542,ACC68798,865.15,2025-01-17T10:46:00.000Z,Success,true,"55.7558 N, 2.3522 W",Desktop,Slice2,12,72,6266
TXN1191908152,ACC68233,ACC96195,729.84,2025-01-17T10:17:00.000Z,Failed,true,"35.6895 N, 37.6173 W",Desktop,Slice2,5,57,9444
TXN8215188209,ACC74353,ACC33742,755.82,2025-01-17T10:35:00.000Z,Failed,false,"34.0522 N, 2.3522 W",Desktop,Slice3,20,203,2744
TXN2591216678,ACC16273,ACC80059,406.25,2025-01-17T10:36:00.000Z,Success,false,"55.7558 N, 37.6173 W",Mobile,Slice1,7,226,5198
TXN3004498462,ACC41245,ACC33168,914.96,2025-01-17T10:02:00.000Z,Success,false,"51.5074 N, 0.1278 W",Mobile,Slice2,7,117,6699
TXN8761342560,ACC33864,ACC18989,1081.34,2025-01-17T10:04:00.000Z,Failed,true,"35.6895 N, 0.1278 W",Mobile,Slice2,7,106,3420
