TXN7630113676,ACC54962,ACC12346,904.54,2025-01-17T10:05:00.000Z,Success,true,"51.5074 N, -74.006 W",Mobile,Slice3,13,243,8846
TXN4304334477,ACC14700,ACC95607,662.74,2025-01-17T10:23:00.000Z,Failed,false,"48.8566 N, -74.006 W",Mobile,Slice3,16,188,9286
TXN1346181292,ACC56361,ACC44899,1119.63,2025-01-17T10:39:00.000Z,Failed,false,"40.7128 N, 139.6917 W",Desktop,Slice2,15,113,7071
TXN1839190280,ACC48627,ACC12310,1245.19,2025-01-17T10:57:00.000Z,Success,false,"51.5074 N, 0.1278 W",Mobile,Slice1,20,216,5406
TXN1027199935,ACC37487,ACC77079,228.45,2025-01-17T10:14:00.000Z,Success,false,"48.8566 N, 37.6173 W",Desktop,Slice1,17,74,3939
TXN2013672155,ACC12216,ACC68938,245.59,2025-01-17T10:11:00.000Z,Failed,true,"34.0522 N, -74.006 W",Desktop,Slice2,3,56,7937
TXN1009840095,ACC54943,ACC49366,115.33,2025-01-17T10:24:00.000Z,Success,false,"55.7558 N, 37.6173 W",Mobile,Slice2,8,82,4916
TXN7999376225,ACC62620,ACC43275,424.14,2025-01-17T10:53:00.000Z,Failed,false,"40.7128 N, 0.1278 W",Desktop,Slice2,4,99,6296
TXN7021871590,ACC96779,ACC80536,927.51,2025-01-17T10:26:00.000Z,Success,true,"40.7128 N, 0.1278 W",Mobile,Slice3,18,182,6370
TXN1865967097,ACC45358,ACC35313,1370.46,2025-01-17T10:23:00.000Z,Success,true,"48.8566 N, 2.3522 W",Mobile,Slice3,3,73,5626
TXN6826834748,ACC67234,ACC22910,1133.84,2025-01-17T10:27:00.000Z,Success,false,"48.8566 N, -74.006 W",Mobile,Slice3,13,126,3645
TXN4863583366,ACC96531,ACC66183,59.49,2025-01-17T10:58:00.000Z,Failed,true,"51.5074 N, 0.1278 W",Desktop,Slice1,15,196,3289
TXN2807500909,ACC42613,ACC42918,602.34,2025-01-17T10:03:00.000Z,Success,true,"55.7558 N, 37.6173 W",Desktop,Slice3,17,170,4788
TXN9282319379,ACC32540,ACC97558,1090.51,2025-01-17T10:52:00.000Z,Success,false,"35.6895 N, 139.6917 W",Mobile,Slice2,18,145,5111
TXN7444932806,ACC63082,ACC11551,727.62,2025-01-17T10:07:00.000Z,Success,false,"55.7558 N, 37.6173 W",Desktop,Slice1,6,57,9665
TXN1518602016,ACC18963,ACC20884,1257.79,2025-01-17T10:19:00.000Z,Success,false,"35.6895 N, 0.1278 W",Desktop,Slice2,20,168,7533
TXN8860546537,ACC51556,ACC52674,1070.75,2025-01-17T10:52:00.000Z,Success,false,"34.0522 N, -74.006 W",Desktop,Slice2,9,214,3232
TXN4241858851,ACC32144,ACC23303,78.53,2025-01-17T10:48:00.000Z,Failed,false,"48.8566 N, 0.1278 W",Mobile,Slice1,9,114,9871
TXN6033289469,ACC21381,ACC50642,231.96,2025-01-17T10:02:00.000Z,Failed,true,"48.8566 N, 139.6917 W",Mobile,Slice2,8,193,6060
TXN9352406685,ACC29889,ACC83760,1413.64,2025-01-17T10:28:00.000Z,Success,false,"35.6895 N, 37.6173 W",Mobile,Slice2,6,113,7112
TXN8112885483,ACC88171,ACC83474,1420.72,2025-01-17T10:03:00.000Z,Failed,false,"40.7128 N, 0.1278 W",Desktop,Slice3,4,140,9332
TXN6774647261,ACC83881,ACC65341,329.15,2025-01-17T11:00:00.000Z,Success,true,"48.8566 N, 139.6917 W",Desktop,Slice2,15,192,7015
TXN7408966343,ACC39498,ACC97070,58.69,2025-01-17T10:07:00.000Z,Failed,false,"34.0522 N, -118.2437 W",Mobile,Slice1,9,136,4829
TXN7255939236,ACC14492,ACC81365,54.96,2025-01-17T10:06:00.000Z,Success,false,"48.8566 N, -118.2437 W",Mobile,Slice1,13,80,4389
TXN9388955721,ACC53507,ACC19376,881.39,2025-01-17T10:49:00.000Z,Success,true,"40.7128 N, 139.6917 W",Desktop,Slice1,18,65,8426
TXN7734984066,ACC54067,ACC84423,1031.4,2025-01-17T10:15:00.000Z,Success,false,"34.0522 N, 37.6173 W",Desktop,Slice1,16,235,1724
TXN9953448509,ACC22466,ACC44246,1272.93,2025-01-17T10:57:00.000Z,Failed,false,"40.7128 N, -74.006 W",Desktop,Slice2,5,114,2420
TXN6482881540,ACC68203,ACC30527,671.09,2025-01-17T10:26:00.000Z,Success,true,"55.7558 N, -74.006 W",Mobile,Slice2,11,226,3380
TXN1057529976,ACC64402,ACC41126,1133.66,2025-01-17T10:40:00.000Z,Success,false,"51.5074 N, 2.3522 W",Desktop,Slice2,11,152,9822
