TXN9520068950,ACC14994,ACC16656,495.9,2025-01-17T10:14:00.000Z,Failed,true,"34.0522 N, -74.006 W",Desktop,Slice3,10,179,3075
TXN9412011085,ACC58958,ACC32826,529.62,2025-01-17T10:51:00.000Z,Success,false,"35.6895 N, -118.2437 W",Mobile,Slice2,11,89,2369
TXN4247571145,ACC60921,ACC11419,933.24,2025-01-17T10:25:00.000Z,Success,true,"55.7558 N, 37.6173 W",Mobile,Slice3,20,191,8375
TXN4229370499,ACC11531,ACC53580,683.48,2025-01-17T10:55:00.000Z,Success,true,"34.0522 N, 2.3522 W",Mobile,Slice1,19,213,4495
TXN9153984217,ACC34065,ACC67993,620.34,2025-01-17T10:37:00.000Z,Failed,false,"55.7558 N, 2.3522 W",Desktop,Slice2,7,215,4624
TXN9520068950,ACC14994,ACC16656,495.9,2025-01-17T10:14:00.000Z,Failed,true,"34.0522 N, -74.006 W",Desktop,Slice3,10,179,3075
TXN9412011085,ACC58958,ACC32826,529.62,2025-01-17T10:51:00.000Z,Success,false,"35.6895 N, -118.2437 W",Mobile,Slice2,11,89,2369
TXN4247571145,ACC60921,ACC11419,933.24,2025-01-17T10:25:00.000Z,Success,true,"55.7558 N, 37.6173 W",Mobile,Slice3,20,191,8375
TXN4229370499,ACC11531,ACC53580,683.48,2025-01-17T10:55:00.000Z,Success,true,"34.0522 N, 2.3522 W",Mobile,Slice1,19,213,4495
TXN9153984217,ACC34065,ACC67993,620.34,2025-01-17T10:37:00.000Z,Failed,false,"55.7558 N, 2.3522 W",Desktop,Slice2,7,215,4624
TXN9520068950,ACC14994,ACC16656,495.9,2025-01-17T10:14:00.000Z,Failed,true,"34.0522 N, -74.006 W",Desktop,Slice3,10,179,3075
TXN9412011085,ACC58958,ACC32826,529.62,2025-01-17T10:51:00.000Z,Success,false,"35.6895 N, -118.2437 W",Mobile,Slice2,11,89,2369
TXN4247571145,ACC60921,ACC11419,933.24,2025-01-17T10:25:00.000Z,Success,true,"55.7558 N, 37.6173 W",Mobile,Slice3,20,191,8375
TXN4229370499,ACC11531,ACC53580,683.48,2025-01-17T10:55:00.000Z,Success,true,"34.0522 N, 2.3522 W",Mobile,Slice1,19,213,4495
TXN9153984217,ACC34065,ACC67993,620.34,2025-01-17T10:37:00.000Z,Failed,false,"55.7558 N, 2.3522 W",Desktop,Slice2,7,215,4624
TXN9520068950,ACC14994,ACC16656,495.9,2025-01-17T10:14:00.000Z,Failed,true,"34.0522 N, -74.006 W",Desktop,Slice3,10,179,3075
TXN9412011085,ACC58958,ACC32826,529.62,2025-01-17T10:51:00.000Z,Success,false,"35.6895 N, -118.2437 W",Mobile,Slice2,11,89,2369
TXN4247571145,ACC60921,ACC11419,933.24,2025-01-17T10:25:00.000Z,Success,true,"55.7558 N, 37.6173 W",Mobile,Slice3,20,191,8375
TXN4229370499,ACC11531,ACC53580,683.48,2025-01-17T10:55:00.000Z,Success,true,"34.0522 N, 2.3522 W",Mobile,Slice1,19,213,4495
TXN9153984217,ACC34065,ACC67993,620.34,2025-01-17T10:37:00.000Z,Failed,false,"55.7558 N, 2.3522 W",Desktop,Slice2,7,215,4624
TXN9520068950,ACC14994,ACC16656,495.9,2025-01-17T10:14:00.000Z,Failed,true,"34.0522 N, -74.006 W",Desktop,Slice3,10,179,3075
TXN9412011085,ACC58958,ACC32826,529.62,2025-01-17T10:51:00.000Z,Success,false,"35.6895 N, -118.2437 W",Mobile,Slice2,11,89,2369
TXN4247571145,ACC60921,ACC11419,933.24,2025-01-17T10:25:00.000Z,Success,true,"55.7558 N, 37.6173 W",Mobile,Slice3,20,191,8375
TXN4229370499,ACC11531,ACC53580,683.48,2025-01-17T10:55:00.000Z,Success,true,"34.0522 N, 2.3522 W",Mobile,Slice1,19,213,4495
TXN9153984217,ACC34065,ACC67993,620.34,2025-01-17T10:37:00.000Z,Failed,false,"55.7558 N, 2.3522 W",Desktop,Slice2,7,215,4624
TXN9520068950,ACC14994,ACC16656,495.9,2025-01-17T10:14:00.000Z,Failed,true,"34.0522 N, -74.006 W",Desktop,Slice3,10,179,3075
TXN9412011085,ACC58958,ACC32826,529.62,2025-01-17T10:51:00.000Z,Success,false,"35.6895 N, -118.2437 W",Mobile,Slice2,11,89,2369
TXN4247571145,ACC60921,ACC11419,933.24,2025-01-17T10:25:00.000Z,Success,true,"55.7558 N, 37.6173 W",Mobile,Slice3,20,191,8375
TXN4229370499,ACC11531,ACC53580,683.48,2025-01-17T10:55:00.000Z,Success,true,"34.0522 N, 2.3522 W",Mobile,Slice1,19,213,4495
TXN9153984217,ACC34065,ACC67993,620.34,2025-01-17T10:37:00.000Z,Failed,false,"55.7558 N, 2.3522 W",Desktop,Slice2,7,215,4624
TXN9520068950,ACC14994,ACC16656,495.9,2025-01-17T10:14:00.000Z,Failed,true,"34.0522 N, -74.006 W",Desktop,Slice3,10,179,3075
TXN9412011085,ACC58958,ACC32826,529.62,2025-01-17T10:51:00.000Z,Success,false,"35.6895 N, -118.2437 W",Mobile,Slice2,11,89,2369
TXN4247571145,ACC60921,ACC11419,933.24,2025-01-17T10:25:00.000Z,Success,true,"55.7558 N, 37.6173 W",Mobile,Slice3,20,191,8375
TXN4229370499,ACC11531,ACC53580,683.48,2025-01-17T10:55:00.000Z,Success,true,"34.0522 N, 2.3522 W",Mobile,Slice1,19,213,4495
TXN9153984217,ACC34065,ACC67993,620.34,2025-01-17T10:37:00.000Z,Failed,false,"55.7558 N, 2.3522 W",Desktop,Slice2,7,215,4624
